id,name,lat,long,located in
G3160,kong ru dpal ldan don gling dgon/,,,
G612,chos dpal zhing dgon pa/; 车巴沟寺,34.51464,103.12432,卓尼县; co ne rdzong /
G1KR829,卓德康萨; spro bde khang gsar/,29.65073,91.1302,lha sa/; Lhasa; 拉萨
G4190,rdza dkar dgon/,,,lho brag rdzong /; 洛扎县; Lhodrag county
G3654,brag rdzong dgon/,,,
G1KR1910,祝贡寺; 'bri gung dgon/,37.191944,103.384214,dpa' ris rdzong /; 天祝县
G3787,dkar mdza' ri khrod/,,,康定县; Dardo county; dar mdo rdzong /
G1KR1635,云桥寺; sprin zam dgon/,27.95,89.1,gro mo rdzong /; 亚东县; Dromo county
G1KR1222,根妥寺,30.56667,97.78333,brag g.yab rdzong /; 察雅县; Drakyap County
G2LS529,zhi sde lha sde dgon/; 协德拉德寺,30.24,81.19,spu hreng rdzong /; Purang county; 普兰县
G1PD95784,Tsongkha Tsechen Monastery; 宗喀大慈宏觉寺; tsong kha brtse chen dgon/,36.61,101.78,西宁市; zi ling grong khyer/
G2604,买庆改寺; mer chen dge dgon/,32.25581,96.47147,nang chen rdzong /; 囊谦县; Nangchen County
G197,dwags lha sgam po/; 达拉岗布寺,29.13379,92.78193,加查县; Gyatsha county; rgya tsha rdzong /
G2892,gtsang pa rgya ras sku 'bum/,,,波密县; spo bo rdzong /; Pome County; g.yu ri chus (spo bo rdzong)
G398,拉加寺; rwa rgya dgon/,34.68,100.65,玛沁县; rma chen rdzong /; rwa rgya zhang /
G3926,尼宗寺; nyin rdzong dgon/,32.51667,97.85,ser shul rdzong /; Seshul county; 石渠县
G2655,海日寺; he ru dgon/,32.10545,95.93574,nang chen rdzong /; 囊谦县; Nangchen County
G1KR2223,妈圈拉康; ma chon lha khang /,36.6,102.08,Gonlung; dgon lung rdzong /; 互助县
G1KR70,bo'i 'ur dgon/; 维尔寺,32.19537,103.19668,khro chu rdzong /; 黑水县
G1KR289,gshen rab gling dgon/; 新周郎寺,31.23333,101.51667,rong brag rdzong /; Rongdrak county; 丹巴县
G176,nag yangs dgon pa gong ma/,,,a mdo/
G1631,格日寺; ge rong dgon/,30.56667,100.31667,nyag rong rdzong /; 新龙县; Nyakrong county
G1KR810,bkra shis rab brtan gling /; 兰经寺,27.23333,99.3,Balung County; 'ba' lung rdzong /; 维西县
G1PD96093,nan hran zi/; 南山寺,36.44998,102.46307,乐都县; gro tshang rdzong /
G00AG01624,拉扎寺; zang zang lha brag dgon/,29.45,86.6,ngam ring rdzong /; Ngamring county; 昂仁县; zang zang /
G3655,yon tan phun tshogs dgon/,,,
G3788,nA tha dgon/,,,康定县; Dardo county; dar mdo rdzong /
G1IC0007,dge skyid gling; Qosigunu Juu; Qosiγun-u juu; Nikton hûturingga juktehen,,,mkhar sngon grong khyer; Kökeqota; Kökeqota; 呼和浩特市
G178,mA this dgon/,,,
G3005,都兰寺; gter lam dgon pa/,37.03444,98.65384,都兰县; tu'u lan rdzong /
G3082,sbyor ra dgon/; Jora; 觉拉寺,28.20194,92.36406,mtsho sna rdzong /; Tsona county; 错那县
G2893,yangs dgon/,,,波密县; spo bo rdzong /; Pome County; g.yu ri chus (spo bo rdzong)
G2719,赛甫寺; seb phu dgon/,33.13041,97.36721,称多县; khri 'du rdzong /
G177,nag yangs dgon pa 'og ma/,,,
G4045,thub bstan phan bde gling /; 盘德寺,30.78333,101.75,rong brag rdzong /; Rongdrak county; 丹巴县
G1IC0006,yun dga' gling; Corjiyin Juu; Corji-yin juu; Urgun be enteheme obure juktehen; 巧爾氣召,,,mkhar sngon grong khyer; Kökeqota; Kökeqota; 呼和浩特市
G3652,na bun dgon/,,,
G3861,冲古寺; mtsho mgo dgon/,28.56667,100.35,稻城三神山; gangs dkar rigs gsum mgon po/; 'dab pa rdzong /; 稻城县; Dabpa county
G1KR2096,贾尔藏寺; rgya rdzong ri phrod/,36.3967,101.69294,湟中县; sku 'bum rdzong /
G1KR1498,卡达寺; mkhar ltag,28.06745,92.34967,mtsho sna rdzong /; Tsona county; 错那县
G1KR1090,卓珍寺,30.68333,98.36667,贡觉县; Gongjo County; go 'jo rdzong /
G2CN10948,bsam gtan dgon/; 桑丹寺,31.67094,103.13966,li xian; bkra shis gling rdzong /; 理县
G2066,'chad kha dgon/; 怯喀寺,29.82363,91.86028,mal gro gung dkar rdzong /; Medro Gongkar County; 墨竹工卡县; bya ra mdo shang /
G4415,kun ra dgon/,,,snye mo rdzong /; 尼木县; Nyemo county; gzhu smad shang (snye mo rdzong); gzhu nang /
G1KR1560,Peser; pe ser/,28.63333,87.85,sa skya rdzong /; Sakya county; 萨迦县
G1KR2020,tA ka dgon/; 达嘎寺,33.96925,103.89343,迭部县; the bo rdzong /
G481,ser lo dgon pa/,,,so lu khum bu/; solukhumbu
G1KR1031,rab brtan dgon/; 饶登寺,31.93333,98.4,Joda County; 'jo mda' rdzong /; 江达县
G2673,布玛拉仓寺; bung ma bla tshang dgon/,33.08016,94.19936,杂多县; rdza stod rdzong /
G3217,rme dgon pa/,,,rka khog rdzong /; 红原县
G1748,阿绕寺; a bzod dgon/,33.73,100.56,sbra gsar zhang /
G2251,色瓦龙寺; se ba lung dgon/,30.69,81.6,spu hreng rdzong /; Purang county; 普兰县
G2891,be thang dgon/,,,波密县; spo bo rdzong /; Pome County; g.yu ri chus (spo bo rdzong)
G3513,bdun phud chos 'khor/; 顿配曲果寺,29.25965,91.15054,gong dkar rdzong /; Gongkar county; 贡嘎县
G1KR791,翁上密承院,28.51667,99.6,香格里拉县; Gyeltang County; sems kyi nyi zla rdzong /
G1KR1091,奴寺,30.68333,98.36667,贡觉县; Gongjo County; go 'jo rdzong /
G246,拉孜寺; Ganden Woseling; lha rtse dga' ldan chos gling /,29.15,87.68333,lha rtse rdzong /; 拉孜县; Lhatse county
G1KR1692,嘎日寺; dga' ri dgon/,31.196862,93.733782,Biru county; 'bri ru rdzong /; 比如县
G4547,ze kha dgon/,,,迭部县; the bo rdzong /
G1KR2528,麻巴俄康; smad pa sngags khang /,36.05,101.4822,khri ka rdzong /; 贵德县
G1KR2665,布冬寺; bu don dgon pa/,33.28,100.43,达日县; dar lag rdzong /
G1KR1801,域寺; yul dgon pa/,32,79.3,rtsa mda' rdzong /; 札达县; Tsada County
G1KR1038,青棵寺,32,98.03333,Joda County; 'jo mda' rdzong /; 江达县
G1KR2448,桑主寺; Sangdrok; gsang sgrog bde chen dgon/,35.96088,101.82648,gcan tsha rdzong /; 尖扎县
G3658,klu mo dgon/,,,nyag rong rdzong /; 新龙县; Nyakrong county
G11MS147,rta nag rdo rje gdan/,,,rta nag lung pa/
G1KR2101,尕住寺; pha bzhi ri khrod/,36.61723,101.45164,湟中县; sku 'bum rdzong /
G00AG01621,yar 'brog yon po dgon/,,,yar 'brog; lho brag rdzong /; 洛扎县; Lhodrag county
G2896,dung mdung dgon/,,,波密县; spo bo rdzong /; Pome County; shul mo chus (spo bo rdzong)
G2539,岗察寺; rkang tsha dgon chen/; Kangtsa Gon Ganden Chopeling,37.53525,100.13,rkang tsha rdzong /; 刚察县
G1KR1092,多宗寺,30.68333,98.36667,贡觉县; Gongjo County; go 'jo rdzong /
G1633,rab rgyas dgon/; 如几寺,30.78333,100.16666,nyag rong rdzong /; 新龙县; Nyakrong county
G3230,齐哈玛寺; chu kha ma'i dgon/,33.3994,101.94958,rma chu rdzong /; 玛曲县
G1KR2419,夏卜浪寺; sha sbrang dgon/,35.63112,102.03,同仁县; Rebkong County; reb gong rdzong /
G350,mtshar steng ri khrod/,,,yar klungs/
G1844,加毛寺; Jamo Dratsang Delek Choling; 'ja' mo grwa tshang /,35.89482,101.38,khri ka rdzong /; 贵德县
G3962,'dan bkra shis rnam rgyal gling /,,,ser shul rdzong /; Seshul county; 石渠县; rdza chu kha rdzong /
G2637,东囊拉庆寺; stong nag bla chen dgon/,32.33588,95.54302,nang chen rdzong /; 囊谦县; Nangchen County
G3799,司库寺; se'u dgon/,29.46667,101.53333,康定县; Dardo county; dar mdo rdzong /
G2LS589,rtsa rang blos btang dgon/,,,rtsa mda' rdzong /; 札达县; Tsada County
G3659,rgyal sras dgon/,,,
G2897,ldem thog dgon/,,,波密县; spo bo rdzong /; Pome County; shul mo chus (spo bo rdzong)
G1KR1762,'om bu bsam gtan gling /; 文布寺,31.341992,86.759005,Nyima county; nyi ma rdzong /; 尼玛县
G00AG01620,lho brag gu ru lha khang /,,,lho brag rdzong /; 洛扎县; Lhodrag county
G2631,bla khyab dgon/; 拉恰寺,,,nang chen rdzong /; 囊谦县; Nangchen County
G1DOMM0029,Nartad Daginiin khural,47.9,106.9,Ulaanbaatar; 乌兰巴托; u lan dpa' thul/; Улаанбаатар
G1KR1094,科青寺,30.68333,98.36667,贡觉县; Gongjo County; go 'jo rdzong /
G1KR1093,曲吉寺,30.68333,98.36667,贡觉县; Gongjo County; go 'jo rdzong /
G1KR358,bsam grub dgon/; 桑珠寺,30.61667,101.03333,rta'u rdzong /; 道孚县; Tawu county
G1KR2240,桦林噶尔哇拉康; hu lin gar ba lha khang /,36.78335,102.10143,Gonlung; dgon lung rdzong /; 互助县
G3538,mkhar sna dgon/; 喀纳寺,29.44458,89.49963,rnam gling rdzong /; 南木林县; Namling County; 卫藏; U-Tsang; dbus gtsang /
G1KR1896,江色寺,28.45,97.06667,察隅县; Zayul county; rdza yul rdzong /
G1KR158,ri nang gnas chen dgon/; 日朗寺,32.34598,100.65038,'dzam thang rdzong /; 壤塘县
G4192,byang chub gling /,,,gru shul/
G1KG17626,ta po dgon/; Tabo Monastery,,,Spiti; spi ti lcog
G1KR30,thugs rje chen po'i dgon/; 观音寺,31.80986,101.63544,chu chen rdzong /; 金川县
G1KR1095,然果寺,30.68333,98.36667,贡觉县; Gongjo County; go 'jo rdzong /
G2894,te lo ma dgon/,,,波密县; spo bo rdzong /; Pome County; g.yu ri chus (spo bo rdzong)
G1PD96297,牙木寺; nya mo sgar/,35.71661,102.61617,循化县; ya rdzi rdzong /
G1KR1718,东热寺,31.01667,89.08334,shan rtsa rdzong /; Shantsa county; 申扎县
G1KR2531,阿什贡俄康; a skong sngags khang /,36.11008,101.601,khri ka rdzong /; 贵德县
G1KR1991,rta 'dogs dgon/; 当多寺,34.22424,103.04952,迭部县; the bo rdzong /
G2587,来叶拉则寺; klu yul lha rtse dgon/,33.43962,96.68253,yul shul rdzong /; 玉树县
G2GS1153,a rig ang le dgon/,,,sde dge rdzong /; 德格县; Derge County
G1KR2706,热艾寺; ra geb dgon pa/,32.35105,97.23308,yul shul rdzong /; 玉树县
G4419,rta 'ur dgon/,,,snye mo rdzong /; 尼木县; Nyemo county; gzhu smad shang (snye mo rdzong)
G1KR2844,bag nag dgon pa/; 邦囊寺,31.87423,96.12847,nang chen rdzong /; 囊谦县; Nangchen County
G354,dge phan byang chub gling /,,,Nagchu County; nag chu rdzong /; 那曲县; nag chu kha/
G3657,ja zur dgon/,,,
G1PD95984,史家佛寺; hri kya'i mchod khang /,36.32999,102.84455,民和县; bka' ma log rdzong /
G1KR1180,白登寺,31.6,95.08334,steng chen rdzong /; Tengchen County; 丁青县
G1KR2546,贵德文昌庙; khri ka'i yul lha lha khang /,36.03,101.35781,khri ka rdzong /; 贵德县
G1KR1096,俄然寺,30.68333,98.36667,贡觉县; Gongjo County; go 'jo rdzong /
G1KR106,'od zer dgon/; 恩泽寺,31.86159,101.7041,马尔康县; Barkham County; 'bar khams rdzong /
G1KR2108,la sar dgon chung /; 拉沙尕寺,36.73,101.38,湟中县; sku 'bum rdzong /
G3950,巴若寺; ba rod dgon/,33.38334,97.8,ser shul rdzong /; Seshul county; 石渠县
G1KR2926,kru'u khyung zi/; 舟群寺,37.57363,99.342,天峻县; them chen rdzong /
G4418,o rgyan dgon/,,,snye mo rdzong /; 尼木县; Nyemo county; gzhu smad shang (snye mo rdzong)
G2649,买土改寺; rmad mthil dge dgon/,32.5539,96.06124,nang chen rdzong /; 囊谦县; Nangchen County
G2AG31,byang chub dpal ri dgon pa/,,,
G4623,卓瓦龙; spro ba dgon/,28.17588,91.30807,lho brag rdzong /; 洛扎县; Lhodrag county
G458,kha sgang o bso dgon/,36.01201,102.111766,gcan tsha rdzong /; 尖扎县
G1KR694,dgon gsum nor bu gling /; 共桑洛布林寺,29.63333,100.45,li thang rdzong /; 理塘县; Litang county
G1KR2584,五一活动点; rtse dung sngags khang /,36.09643,99.86951,兴海县; rtsi gor thang rdzong /
G3476,lung ra chen mo/,,,gnyal/; lhun rtse rdzong /; Lhuntse county; 隆子县
G1BL15,brag dmar dgon pa,29.150239,83.171342,bal yul/; 尼泊尔; nepal; dol po
G4731,科才寺; kho tshe sgar/,34.65051,102.22941,Gannan Prefecture; kan lho rang skyong khul/; 甘南州
G488,shar yel phug,,,
G1KR1465,洛曲德寺; klog chos sde dgon/,28.92751,92.16592,chu gsum rdzong /; Chusum county; 曲松县
G4865,'a zha yar spungs dgon/; 雅黄寺,33.83872,103.7752,迭部县; the bo rdzong /; 'a zha zhang /
G2CN11138,smer phu dgon/,29.127898,83.201695,bal yul/; 尼泊尔; nepal
G1KR2673,尖姆寺; lcam sgon pa/,33.53,100.93,久治县; gcig sgril rdzong /
G1KR1712,卓古寺,31.98333,91.71667,Amdo county; a mdo rdzong /; 安多县
G389,拉隆寺; lha lung dgon/,28.38112,90.71995,lho brag rdzong /; 洛扎县; Lhodrag county
G1855,苟后扎寺; 'gag bza' grwa tshang /,35.93186,101.46082,khri ka rdzong /; 贵德县
G4675,dngul rwa dgon/,,,
G1KR1897,通庆寺,29.01667,97.95,察隅县; Zayul county; rdza yul rdzong /
G1KR1359,thub bstan dar rgyas gling /; 土登达吉林寺,30.93333,95.56667,Lhorong county; 洛隆县; lho rong rdzong /
G3210,rgya ston dgon/,,,
G1BR043,Sulutsky Datsan,52.088116,108.371599,Buryatia
G356,chas pa kong bu nang dgon/,,,Gannan Prefecture; kan lho rang skyong khul/; 甘南州
G489,sman lung dgon pa/,,,yar klungs/
G2LS545,lhag pa dgon/; 拉巴寺,31.95,79.25,rtsa mda' rdzong /; 札达县; Tsada County
G2565,休马寺; shul ma dgon/,33.40897,97.28081,称多县; khri 'du rdzong /
G1PD96140,多达寺; ba yan stod th'i dgon pa/,36.14186,102.26928,化隆回族自治县; ba yan rdzong /; ba yan/
G4674,bkra shis thos bsam gling /,,,迭部县; the bo rdzong /
G2530,卡加旧寺; kha gya'i sgar rnying /; Khagya Garnying Gon,35.06531,102.88647,bsang chu rdzong /; 夏河县; Gannan Prefecture; kan lho rang skyong khul/; 甘南州; kha gya smad zhang (bsang chu rdzong)
G3991,'brong ri dgon/; 竹日寺,32.2,100.28333,gser thar rdzong /; 色达县; Serta county
G1PD110068,bkra shis sdings/,,,sikkim; 'bras ljongs/
G1KR198,dgon sar dgon/; 根沙寺,32.72454,102.04057,阿坝县; rnga ba rdzong /
G3211,o rgyan gling /,,,
G3768,brag g.yab bu dgon/,30.574088,97.973817,
G2048,ru thog dgon/; 日多寺; Rutok Gon,29.71194,92.15658,mal gro gung dkar rdzong /; Medro Gongkar County; 墨竹工卡县; ru thog shang (mal gro gung dkar)
G1PD96003,glang ba'o zi/; 狼窝寺,36.07176,102.7329,民和县; bka' ma log rdzong /
G224,rdzong dkar dgon/,,,
G2LS588,bye dkar lha yul dgon/,,,rtsa mda' rdzong /; 札达县; Tsada County
G1KR2426,木合沙下寺; dmu gsal sgar 'og ma/,35.43186,101.91106,同仁县; Rebkong County; reb gong rdzong /
G00AG01623,stod nub dgon/; Tonub Gon,,,la stod byang khri skor/
G1720,阿什姜贾贡寺; a skyong yar thang dgon/,32.9,100.78,lcags ri thang zhang /
G1KR1853,达则寺; stag rtse g.yung drung gling /,29.535207,94.478407,林芝县; nying khri rdzong /; Nyingtri county
G4673,chos rje dgon pa/,,,mdzod dge rdzong /; 若尔盖县
G4540,dbang bzang zhang /,,,迭部县; the bo rdzong /
G1KR999,拉丁寺,31.75,97.01667,昌都县; chab mdo rdzong /; Chamdo county
G1KR51,ta we dgon/; 达维寺,30.96832,102.63868,btsan lha rdzong /; 小金县
G4108,古鲁寺; sku nub dgon/,30.5,101.43333,rta'u rdzong /; 道孚县; Tawu county
G1KR2000,nying sgam dgon/; 娘岗寺,34.01253,103.44867,迭部县; the bo rdzong /
G1PD96091,芦花寺; lo dkar dgon/,36.56,102.63,乐都县; gro tshang rdzong /
G1KR2425,木合沙噶尔寺; dmu gsal sgar gong ma/,35.43186,101.91106,同仁县; Rebkong County; reb gong rdzong /
G2CN11140,yang ston dgon pa/,29.43081,82.907577,bal yul/; 尼泊尔; nepal
G1KR1659,夏荣寺,31.53333,92.73333,Nagchu County; nag chu rdzong /; 那曲县
G1851,上篮角俄康; lan 'gro gong ma'i sngags khang /,35.92498,101.48728,khri ka rdzong /; 贵德县
G1DOMM0027,Baruun Geser süm,47.92,106.88,Ulaanbaatar; 乌兰巴托; u lan dpa' thul/; Улаанбаатар
G361,ha'o dgon pa/; Hawo Monastery; 皓寺,29.3,89.43212,gzhis ka rtse/; 桑珠孜区(2014); Shikatse City (1986-2014)
G108,'bras spungs dgon/; 哲蚌寺; Drepung Monastery,29.67623,91.04701,lha sa/; Lhasa; 拉萨
G4369,'bar ma dgon (nang chen),,,
G1KR1301,色志寺,29.21667,98.85,smar khams rdzong /; 芒康县; Markham county
G1KR1623,拉其寺; la phyi dgon pa/,28.23333,89.41666,khang dmar rdzong /; 康马县; Kangmar county
G1KR1176,林宗寺,31.53333,95.26667,steng chen rdzong /; Tengchen County; 丁青县
G359,gha rung chos sde/,,,
G1KR2424,dmu gsal sgar/; 木合沙噶尔寺,35.43186,101.91106,同仁县; Rebkong County; reb gong rdzong /
G1BR003,Tsugolsky datsan,51.045556,115.627222,Buryatia
G392,Wukpa Lung Monastery; 邬巴砻寺; 'ug pa lung dgon/,29.28,89.08,gzhis ka rtse/; 桑珠孜区(2014); Shikatse City (1986-2014)
G2CN11135,木荣寺; smon rgyal bla brang /,,,steng chen rdzong /; Tengchen County; 丁青县
G1PD96299,ngo ma'i sgar/; 吾曼寺,35.68605,102.65,循化县; ya rdzi rdzong /
G1DOMM0022,bya rung kha shor/; Tsagaan suwragiin khural,47.92,106.88,Ulaanbaatar; 乌兰巴托; u lan dpa' thul/; Улаанбаатар
G1DOMM0028,Choijin lamiin süm; brtse 'phel gling /,47.9,106.92,Ulaanbaatar; 乌兰巴托; u lan dpa' thul/; Улаанбаатар
G2585,安云寺; a 'byung dgon/,,,yul shul rdzong /; 玉树县
G4046,伍都妙寺; 'o dhi dgon/,31.23333,101.51667,rong brag rdzong /; Rongdrak county; 丹巴县
G4546,gtso tshang dgon/,,,迭部县; the bo rdzong /
G4413,gsang sngags pho brang /,,,snye mo rdzong /; 尼木县; Nyemo county; kha ru shang (snye mo rdzong)
G1KR235,gro tshang dgon/; 卓藏寺,33.72416,103.23326,mdzod dge rdzong /; 若尔盖县
G4839,ri dwangs gtsang nyid dgon/; 洛大藏尼寺,33.99399,103.93443,迭部县; the bo rdzong /
G1KR1605,mngon dga' chos sding /; 安嘎曲顶寺,29.7,88.7,bzhad mthong smon rdzong /; Shetongmon county; 谢通门县
G2571,嘎丁寺; zur mang dga' ldan dgon/,32.19479,96.89771,nang chen rdzong /; 囊谦县; Nangchen County
G1641,拉加寺; lha rgyal dgon/; Lhagyal Gon,31.93333,99.21667,sde dge rdzong /; 德格县; Derge County
G3650,go 'gyo dgon/,,,
G1930,尕毛吾寺; Karmo Sangchen Drubpuk Tashi Chokorling; dkar mo mtshams khang /,35.13624,100.33241,同德县; gad pa sum mdo rdzong /
G3783,lcam pa nyi 'od dgon pa/,,,康定县; Dardo county; dar mdo rdzong /
G377,东嘎寺; gro mo dung dkar dgon pa/,27.5,88.91666,gro mo rdzong /; 亚东县; Dromo county
G227,skam skam dgon/; Kamkam Gon,,,mal gro gung dkar rdzong /; Medro Gongkar County; 墨竹工卡县
G2248,'khor chags dgon/; 科加寺,30.19,81.21,spu hreng rdzong /; Purang county; 普兰县; zhing pa chus (spu hreng rdzong)
G4860,白石崖寺; a 'khor dgon/,34.8513,103.20573,卓尼县; co ne rdzong /
G1KR75,bo la dgon/; 莫拉寺,31.92636,102.20537,马尔康县; Barkham County; 'bar khams rdzong /
G172,甘禅寺; kan chen dgon/; Kanchen Gon Tekchen Tarpaling,37.03,102.34372,Gonlung; dgon lung rdzong /; 互助县
G4029,oM brgya'i dgon/; 翁佳寺,28.71667,99.28333,sde rong rdzong /; 得荣县; Derong county
G2KR46,er te ni jo bo/; 光顯寺; Erdene zuu; Зуу; Эрдэнэ Зуу; *jo bo/,47.20228333,102.8433,khal kha/
G1KR174,gnam lcags dgon/; 郎木加寺,32.94027,101.77932,阿坝县; rnga ba rdzong /
G4412,bon po lung dgon/,,,snye mo rdzong /; 尼木县; Nyemo county; kha ru shang (snye mo rdzong)
G4109,skyid snang dgon/,,,rta'u rdzong /; 道孚县; Tawu county
G1KR33,mtsho steng dgon/; 昌都寺,31.56936,101.88718,chu chen rdzong /; 金川县
G1KR2406,尕沙日寺; rka sar dgon/,35.67618,102.03,同仁县; Rebkong County; reb gong rdzong /
G1KR1658,宁布穷仓寺,31.25,92.63333,Nagchu County; nag chu rdzong /; 那曲县
G1DOMM0031,Tövdiin khural,47.92,106.9,Ulaanbaatar; 乌兰巴托; u lan dpa' thul/; Улаанбаатар
G1KR205,gdong ri dgon/; 冻日寺,32.82141,101.84817,阿坝县; rnga ba rdzong /
G4026,rdo bcangs dgon/; 德东寺,28.61667,99.3,sde rong rdzong /; 得荣县; Derong county
G1KR194,gzhu shubs dgon/; 依修寺,32.72222,101.89699,阿坝县; rnga ba rdzong /
G228,Jilpu Gon; spyil phu dgon/,,,mal gro gung dkar rdzong /; Medro Gongkar County; 墨竹工卡县
G3478,pad+ma bkod/,,,gnyal/; bya yul/
G1KR2435,年都乎寺; gnyan thog sgar/,35.55,102.03,同仁县; Rebkong County; reb gong rdzong /
G1DOMM0030,Dar Ekhiin Khural,47.9,106.88,Ulaanbaatar; 乌兰巴托; u lan dpa' thul/; Улаанбаатар
G1IC0008,Rabjiyin Juu; Rabji-yin juu; Amba urgun-i szu; 弘慶寺,,,mkhar sngon grong khyer; Kökeqota; Kökeqota; 呼和浩特市
G3232,欧拉念涛寺; dngul rwa gnyan thog dgon/,34.25134,101.27828,rma chu rdzong /; 玛曲县
G1795,下卡昂寺; mkhar nang gong ma dgon/,32.81,100.28,stag mkhar zhang /
G516,尼根寺; nyin dgon dgon/,30.61667,98.96667,dpal yul rdzong /; Palyul county; 白玉县
G1KR2478,曲格寺; chos sgar dgon/,34.58,101.33,河南蒙古族自治县; rma lho rdzong /
G4864,赛塘寺; gser thang dgon/,34.03657,103.79733,迭部县; the bo rdzong /
G1KR1242,巴日寺,30.23333,98.16666,brag g.yab rdzong /; 察雅县; Drakyap County
G2583,热艾寺; ra geb dgon/,,,yul shul rdzong /; 玉树县
G1KR1622,g.ye dmar dgon/; 艾旺寺,28.46667,89.61667,khang dmar rdzong /; 康马县; Kangmar county
G1PD96005,本康滩寺; 'bum khang thang dgon/,36.02723,102.72875,民和县; bka' ma log rdzong /
G1KR237,苟象寺; rgur skyang dgon/,33.6753,103.35614,mdzod dge rdzong /; 若尔盖县
G1KR64,麻窝寺; ko sba dgon/,32.0654,103.17094,khro chu rdzong /; 黑水县
G4855,khang thog dgon/; 康多寺,35.04823,103.53796,卓尼县; co ne rdzong /
G500,dkar mdzes dgon/; 甘孜寺,31.61667,99.98333,dkar mdzes rdzong /; Kartse County; 甘孜县
G1KR2855,ti lung dgon/; 德隆寺,31.90705,96.14087,nang chen rdzong /; 囊谦县; Nangchen County
G76,chu bzang dgon/,,,
G229,Jayul Gonpa; bya yul dgon pa/,,,lhun rtse rdzong /; Lhuntse county; 隆子县; bya yul/
G3479,gnyal 'phags sde dgon/,,,gnyal/; lhun rtse rdzong /; Lhuntse county; 隆子县
G1IC0009,phun tshogs gling; Pungsug Juu; Pungsuγ juu; Jalafun be wasihun obure szu; 崇壽寺,,,mkhar sngon grong khyer; Kökeqota; Kökeqota; 呼和浩特市
G3JT12413,ra bong dgon/,,,mdzod dge rdzong /; 若尔盖县
G2584,栽空改寺; mdzes khang dge dgon/,,,yul shul rdzong /; 玉树县
G4107,seng+ge dgon/,,,rta'u rdzong /; 道孚县; Tawu county
G4103,然吓寺; rwa shel dgon/,30.5,101.43333,rta'u rdzong /; 道孚县; Tawu county
G1916,smar khams dgon/,,,贵南县; mang ra rdzong /
G1KR2508,夏日仓寺; shar tshang dgon/,35.381,100.50214,同德县; gad pa sum mdo rdzong /
G1KR2859,瓦玉扎西寺; bar gzhi bkra shis dgon pa/,31.9464,96.05126,nang chen rdzong /; 囊谦县; Nangchen County
G1KR1172,bkra shis gling /; 扎西林寺,31.53333,95.26667,steng chen rdzong /; Tengchen County; 丁青县
G1KR1571,dar rgyas gling /; 塔杰林寺,28.98333,87.65,lha rtse rdzong /; 拉孜县; Lhatse county
G3843,宗达寺; rtse mda' dgon/,31.51667,100.7,brag 'go rdzong /; 炉霍县; Drakgo county
G448,gcan tsha mgur dgon/,,,gcan tsha rdzong /; 尖扎县
G1KR1970,chu mig dgon pa/; 水萍寺,33.6829,104.4407,舟曲县; 'brug chu rdzong /
G2197,og dkar phug dgon/,,,rtsa mda' rdzong /; 札达县; Tsada County; rtsa rang shang (rtsa mda' rdzong)
G1KR2668,nyin yus dgon pa/; 宁友寺,33.4,101.5,久治县; gcig sgril rdzong /
G4594,rin chen brag dgon/,,,lhun grub rdzong /; 林周县; Lhundrub county
G1972,byang chen dgon/,37,100.5,
G1DOMM0038,Dechingalaviin khural; bde chen bskal pa/,47.92,106.92,Ulaanbaatar; 乌兰巴托; u lan dpa' thul/; Улаанбаатар
G4158,rme yul dgon/,,,rme yul/
G1529,khams phu dgon/,,,Balung County; 'ba' lung rdzong /; 维西县
G3262,ze phug,,,
G1KR1411,朵阿林; mdo sngags gling /,29.36958,91.40105,grwa nang rdzong /; Dranang county; 扎囊县
G1965,Urge Dratsang Sang-ngak Mingyal Ling; urge grwa tshang gsang /,,,
G3395,wa thang dgon/,,,Biru county; 'bri ru rdzong /; 比如县
G3526,snye mdo dgon/; Nyedo Monastery; 宁多寺,29.16123,91.27114,grwa nang rdzong /; Dranang county; 扎囊县; snye mdo/
G2728,要毕日寺; yib dre'u ri dgon/,,,nang chen rdzong /; 囊谦县; Nangchen County
G1KR1913,rig ldan dga' tshal dgon/; 柔旦尕擦寺,37.23333,102.8,dpa' ris rdzong /; 天祝县
G1KR2311,扎西庄寺; bkra shis sde ba dgon/,36.1,102.45,化隆回族自治县; ba yan rdzong /
G4275,甘达寺; kar mda' dgon/,32.07621,96.49062,nang chen rdzong /; 囊谦县; Nangchen County
G1966,'brong tha dgon/,,,
G1KR2043,bla brang sngags pa grwa tshang /; 崖玉新寺,35.16738,102.45303,bsang chu rdzong /; 夏河县
G1833,gdong sna'i thugs rje chen po/,,,khri ka rdzong /; 贵德县
G3263,mog pa lha rtse/,,,Tsari; 匝日山; tsA ri/
G3396,glang del dgon/,,,Biru county; 'bri ru rdzong /; 比如县
G1KR1705,卓曲寺; sgrub chu dgon/,32.15,92.01667,聂荣县; Nyanrong County; snyan rong rdzong /
G1587,则热寺; rtswa ra dgon/,30.96667,100.31667,nyag rong rdzong /; 新龙县; Nyakrong county
G1KR1542,温达寺; Wenda; dben bdag dgon/,28.8,90,rgyal rtse rdzong /; 江孜县; Gyangtse county
G4289,rgya mtsho gling dgon/,,,
G2062,chos khung mo dgon/,,,gzi sbug shang (mal gro gung dkar rdzong)
G3990,phu'u dgon/; 普吾寺,32.63334,99.73333,gser thar rdzong /; 色达县; Serta county
