id,name,lat_new,long_new,located in,the_geom_new_old_tol,cartodb_id_new_old_tol,chgis_id,altname_wylie,name_ch,name_py,town_ch,town_py,town_syl,gbcnty,cnty_ch,cnty_py,gbdist,dist_py,prov_py,orig_file,lat_old,long_old,gbtown_from_lex,gis_id_from_lex,name_wylie_from_lex,gbtown_from_tbrc,gis_id_from_tbrc,wylie_name_from_karl,normalized_wylie_name_tbrc,county,tbrc_county_g_,tbrc_county_notes,tbrc_site_g_,tbrc_site_notes,alternative_wylie_name,tbrc_phonetic,phonetic,primary_chinese_cha,alternative_chinese_cha,pinyin_name,founding,sect,gonpa_per_1000_sq_km,gonpa_per_ecumen,conv_date_1,conv_sect_1,conv_date_2,conv_sect_2,notes,problems,tol_id,tbrc_id,branch_of,primary_name,wylie_name,tibetan_name,chinese_name,name_variants,traditions,place_types,founded_date,founded_date_approximate,founded_date_alternate,founded_century,existed_by_century,lat_new_old_tol,long_new_old_tol,description,wikidata_id,the_geom_cur,cartodb_id_cur,affiliation,founded,karl_id,name_zh_py,name_zh,name_bo,name_bo_wy,rid,long_cur,lat_cur
G1KR1149,弟果寺,31.21667,95.8,steng chen rdzong /; Tengchen County; 丁青县,0101000020E61000003333333333F35740390664AF77373F40,162.0,1150.0,,达西本寺,Daxiben si,沙贡乡,Shagong xiang,Sha Gong Xiang,542125.0,丁青县,Dingqing Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,31.21667,95.8,542125200.0,257.0,,542125200.0,257.0,na,,Dingqing,G2188,steng chen rdzong,G1KR1149,,,,na,达西苯寺,,Daxiben si,na,Bon,21.30934059,21.309,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,0101000020E61000003333333333F35740390664AF77373F40,2357.0,Geluk,,542125200:256,Diguo si,弟果寺,,,G1KR1149,95.8,31.21667
G2672,哇龙寺; wa lung dgon/,,,杂多县; rdza stod rdzong /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1AG63,mnyam yod bya gshong /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012.0,G1AG63,,Nyamyo Jashong Monastery,mnyam yod bya gshong,མཉམ་ཡོད་བྱ་གཤོང།,, ,Sakya,Monastery,,,,,,,,"<p>
	Nyamyo Jashong Monastery was a Sakya monastery in Tsang. <a href=""/biographies/view/Labsum-Gyeltsen/TBRC_P1090"">Labsum Gyeltsen</a> was ordained there in 1570.</p>
",,,,,,,,,,,,,
G4766,sman rdzong dgon/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4105,因喀寺; g.yu mkhar dgon/,31.3,101.16666,rta'u rdzong /; 道孚县; Tawu county,0101000020E61000004963B48EAA4A5940CCCCCCCCCC4C3F40,2439.0,367.0,,,yin ka si,甲宗乡,Jiazong xiang,Jia Zong Xiang,513326.0,道孚县,Daofu Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.3,101.16666,513326212.0,474.0,gayu mkhar dgoan,513326212.0,474.0,gayu mkhar dgoan,,Daofu,G2298,rta'u rdzong,G4105,,g.yu mkhar dgon (rta'u rdzong),,na,因喀寺,,yin ka si,1650,rnying ma/,4.743157995,4.743,,,,,,,,,,,,,,,,,,,,,,,,,,0101000020E61000004963B48EAA4A5940CCCCCCCCCC4C3F40,360.0,Nyingma,1650.0,513326212:474,yinka si,因喀寺,གཡུ་མཁར་དགོན,g.yu mkhar dgon,G4105,101.16666,31.3
G4899,gshom sde dgon/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G396,shangs bkra shis chos sdings/,,,rnam gling rdzong /; 南木林县; Namling County; shangs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G3KG8,rgyud stod/ (rgya gar/),,,dharamsala; dha ram sa la/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2CN11142,spu mer bde chen gling /,29.151391,82.864255,bal yul/; 尼泊尔; nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0101000020E6100000E31934F44FB75440A2E8818FC1263D40,1219.0,Bon,?,,,,,,G2CN11142,82.864255,29.151391
G4564,ba dgon pa/; 拔贡巴,29.8793,91.63336,stag rtse rdzong /; 达孜县; Taktse county,0101000020E61000000DA661F888E856406F5F07CE19E13D40,442.0,951.0,,,Bagonpa,唐嘎乡,Tangga xiang,Tang Ga Xiang,540126.0,达孜县,Dazi Xian,5401.0,Lhasa Shi,Xizang,U_gonpa_Lex_20120622,29.8793,91.63336,540126202.0,540126109.0,ba dgon pa,540126202.0,540126109.0,ba dgon pa,,Taktse,G1516,stag rtse rdzong,G4564,,,,Bagonpa,拔贡巴,,na,1250,Drigung,21.43507851,21.435,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,0101000020E61000000DA661F888E856406F5F07CE19E13D40,1024.0,DrigungKagyu,1250.0,540126202:540126109,ba gongba,拔贡巴,བ་དགོན་པ,ba dgon pa,G4564,91.63336,29.8793
G1KR2222,木拉斯面拉康(小寺); mu la si man lha khang /,36.83,101.95,Gonlung; dgon lung rdzong /; 互助县,0101000020E6100000CCCCCCCCCC7C59400AD7A3703D6A4240,2883.0,2222.0,,木拉斯面拉康小寺,mu la si mian la kang (xiao si),威远镇,Weiyuan zhen,Wei Yuan Zhen,632126.0,互助土族自治县,Huzhu Tu Zizhixian,6321.0,Haidong Diqu,Qinghai,Qinghai_Lex_20120621,36.83,101.95,632126100.0,577.0,mu la si mian la kang,632126100.0,157.0,mu la si mian la kang,mu la si man lha khang (dgon ming zur chag yin/ dgon chung zhig),na,G1PD96101,dgon lung rdzong,G1KR2222,,,,,木拉斯面拉康(小寺),,mu la si mian la kang (xiao si),na,tuzu,13.60729351,13.607,,,,,,,,,,,,,,,,,,,,,,,,,,0101000020E6100000CCCCCCCCCC7C59400AD7A3703D6A4240,1595.0,,,632126100:157,mula simian lakang xiaosi,木拉斯面拉康(小寺),མུ་ལ་སི་མན་ལྷ་ཁང,mu la si man lha khang,G1KR2222,101.95,36.83
G1736,隆什加寺; lung skya dgon pa/,33.85,100.11,甘德县; dga' bde rdzong /; gong ma smad pa zhang /,0101000020E6100000D7A3703D0A075940CDCCCCCCCCEC4040,1497.0,2648.0,,隆什加寺,long shijia si,下贡麻乡,Xiagongma xiang,Xia Gong Ma Xiang,632623.0,甘德县,Gande Xian,6326.0,Golog Zizhizhou,Qinghai,Qinghai_Lex_20120621,33.85,100.11,632623201.0,217.0,lung skya dgon pa,632623201.0,485.0,lung skya dgon pa,,na,G1753,dga' bde rdzong,G1736,,,,,隆什加寺,,long shijia si,1717,j,3.622925875,3.623,,,,,,,,,,,,,,,,,,,,,,,,,,0101000020E6100000D7A3703D0A075940CDCCCCCCCCEC4040,1407.0,Jonang,1717.0,632623201:485,long shijia si,隆什加寺,ལུང་སྐྱ་དགོན་པ,lung skya dgon pa,G1736,100.11,33.85
G1KR1148,强松寺,31.21667,95.8,steng chen rdzong /; Tengchen County; 丁青县,0101000020E61000003333333333F35740390664AF77373F40,161.0,1147.0,,江普寺,Jiangpu si,沙贡乡,Shagong xiang,Sha Gong Xiang,542125.0,丁青县,Dingqing Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,31.21667,95.8,542125200.0,254.0,,542125200.0,254.0,na,,Dingqing,G2188,steng chen rdzong,G1KR1148,,,,na,江普寺,,Jiangpu si,na,Bon,21.30934059,21.309,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,0101000020E61000003333333333F35740390664AF77373F40,2356.0,Geluk,,542125200:255,Qiangsong si,强松寺,,,G1KR1148,95.8,31.21667
G1KR31,brag dben dgon/; 巴丫寺,31.45171,102.06351,chu chen rdzong /; 金川县,0101000020E6100000023E3F8C10845940B1463D44A3733F40,16.0,31.0,,巴丫寺,Ba ya si,河东乡,Hedong xiang,He Dong Xiang,513226.0,金川县,Jinchuan Xian,5132.0,Aba Zizhizhou,Sichuan,Aba_Lex_20120619,31.45171,102.06351,513226205.0,99.0,Brag dben dgon (Brag dben g.yung drung rnam rgyal lha rtse'I gling),513226205.0,99.0,Brag dben dgon (Brag dben g.yung drung rnam rgyal lha rtse'I gling),brag dben dgon (brag dben g.yung drung rnam rgyal lha rtse'I gling),Chu chen rdzong,G2335,chu chen rdzong,G1KR31,,,,,巴丫寺,,Ba ya si ?,1991,B,5.208604615,5.209,,,,,,,,,,,,,,,,,,,,,,,,,,0101000020E6100000023E3F8C10845940B1463D44A3733F40,955.0,Bon,1991.0,513226205:99,baya si,巴丫寺,བྲག་དབེན་དགོན,brag dben dgon,G1KR31,102.06351,31.45171
G1617,日来寺; ra lo dgon/,30.48333,100.56667,nyag rong rdzong /; 新龙县; Nyakrong county,0101000020E6100000F5673F5244245940F92CCF83BB7B3E40,2683.0,481.0,,,a wu si,孜拖西乡,Zituoxi xiang,Zi Tuo Xi Xiang,513329.0,新龙县,Xinlong Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,30.48333,100.56667,513329209.0,203.0,a bu thang dagon,513329209.0,203.0,a bu thang dagon,a bu thang dgon,Xinlong,G1246,nyag rong rdzong,G1617,,,,na,阿乌陀寺,,a wu si,na,sa skya/,7.135619586,7.136,,,,,,,,,,,,,,,,,,,,,,,,,,0101000020E6100000F5673F5244245940F92CCF83BB7B3E40,1337.0,Sakya,1750.0,513329209:205,rilai si,日来寺,ར་ལོ་དགོན,ra lo dgon,G1617,100.56667,30.48333
G1KR2525,dga' ldan dar rgyal gling /; 尕旦寺,36.01175,101.50706,khri ka rdzong /; 贵德县,0101000020E61000000547C9AB736059402EDD240681014240,894.0,2525.0,,尕旦寺,gadan si,河东乡,Hedong xiang,He Dong Xiang,632523.0,贵德县,Guide Xian,6325.0,Hainan Zizhizhou,Qinghai,Qinghai_Lex_20120621,36.01175,101.50706,632523200.0,247.0,dga' ldan dar rgyal gling,632523200.0,311.0,dga' ldan dar rgyal gling,dga' ldan dar rgyal gling,na,G1715,khri ka rdzong,G1KR2525,,,,,尕旦寺,尕旦达吉林,gadan si,1753,g,20.35712208,20.357,,,,,,,,,,,,,,,,,,,,,,,,,,0101000020E61000000547C9AB736059402EDD240681014240,1618.0,Geluk,1753.0,632523200:311,gadan si,尕旦寺,དགའ་ལྡན་དར་རྒྱལ་གླིང,dga' ldan dar rgyal gling,G1KR2525,101.50706,36.01175
G1KR1733,邦纳寺,31.48333,94.66666,Sok county; sog rdzong /; 索县,0101000020E61000004963B48EAAAA5740F92CCF83BB7B3F40,1416.0,1732.0,,荣布热登寺,Rongburedeng si,荣布乡,Rongbu xiang,Rong Bu Xiang,542427.0,索县,Suo Xian,5424.0,Nagqu Diqu,Xizang,Kham_Lex_20120621,31.48333,94.66666,542427203.0,448.0,,542427203.0,448.0,na,,Suo,G2149,sog rdzong,G1KR1733,,rong po rab brtan dgon,,na,热登寺,绒布热登寺,Rongburedeng si,na,Geluk,6.414642491,6.415,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,0101000020E61000004963B48EAAAA5740F92CCF83BB7B3F40,1720.0,Kagyu,,542427203:449,,邦纳寺,,,G1KR1733,94.66666,31.48333
G1KR1311,拉迪寺,29.98333,98.08334,smar khams rdzong /; 芒康县; Markham county,0101000020E610000072FE261422825840F92CCF83BBFB3D40,1287.0,1277.0,,日果寺,Riguo si,仁果乡,Renguo xiang,Ren Guo Xiang,542128.0,左贡县,Zuogong Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,29.98333,98.03333,542128208.0,121.0,,542128208.0,121.0,na,,Zuogong,G2180,mdzo sgang rdzong,G1KR1311,,,,na,仁果寺,,Riguo si,na,Geluk,7.783312578,7.783,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,0101000020E6100000B79C4B7155855840F92CCF83BBFB3D40,2013.0,Geluk,,542129208:162,Ladi si,拉迪寺,,,G1KR1311,98.08334,29.98333
G2261,bkra shis sgang dgon/; 扎西岗寺,32.5,79.7,sgar rdzong /; 噶尔县; Gar County; sgar bkra shis sgang chus (sgar rdzong),0101000020E6100000CDCCCCCCCCEC53400000000000404040,1467.0,1836.0,,,,扎西岗乡,Zha Xi Gang Xiang,Zhaxigang xiang,542523.0,噶尔县,Ge'er Xian,5425.0,Ali Diqu,Xizang,Ali_Lex_20120619,32.5,79.7,542523203.0,70.0,bkra shis sgang dgon,542523203.0,70.0,bkra shis sgang dgon,,sgar rdzong,G2153,sgar rdzong,G2261,,,,,扎西岗寺,,na,1050,gsang sngags gsar ma,0.385430719,0.385,1680,G,x,,,,1576.0,G2261,,Tashigang,bkra shis sgang,བཀྲ་ཤིས་སྒང།,, ,Sakya,Monastery,,,,11th,,32.3,79.42,"<p>
	Tashigang is a Geluk monastery in western Ngari. It was established in the eleventh century and was converted to the Geluk tradition in the seventeenth century.&nbsp;</p>
",,0101000020E6100000CDCCCCCCCCEC53400000000000404040,43.0,DrukpaKagyu,1050 # 16uu,542523203:70,zhaxigang si,扎西岗寺,བཀྲ་ཤིས་སྒང་དགོན,bkra shis sgang dgon,G2261,79.7,32.5
G2CN10947,空玛寺; dkar mdzes khang dmar dgon/,31.61667,100.01667,dkar mdzes rdzong /; Kartse County; 甘孜县,0101000020E6100000C2340C1F11015940A06CCA15DE9D3F40,374.0,422.0,,,kong ma si,斯俄乡,Sie xiang,Si E Xiang,513328.0,甘孜县,Ganzi Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.61667,100.01667,513328211.0,327.0,khang damr dagon,513328211.0,327.0,khang damr dagon,,Kanze,G621,dkar mdzes rdzong,G2CN10947,G1575 ？,dkar mdzes khang dmar dgon,,na,空玛寺,,kong ma si,1662,dge lugs/,36.80529996,36.805,,,,,,,,,,,,,,,,,,,,,,,,,,0101000020E6100000C2340C1F11015940A06CCA15DE9D3F40,434.0,Geluk,1662.0,513328211:327,kongma si,空玛寺,,,G2CN10947,100.01667,31.61667
G1AG62,gnas mkhar/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001.0,G1AG62,,Nekhar Monastery,gnas mkhar dgon,གནས་མཁར་དགོན།,, ,Marpa Kagyu,Monastery,,,,,,,,"<p>
	Nekhar Monastery was a small Kagyu institution in central Tibet. <a href=""/biographies/view/Dakpo-Duldzin/TBRC_P1850"">Dakpo Duldzin</a> received ordination there from <a href=""/biographies/view/Gomchung-Sherab-Jangchub/TBRC_p1841"">Gomchung Sherab Jangchub</a>.</p>
",,,,,,,,,,,,,
G4898,yum mda' dgon pa/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2237,rong stod dgon/,,,rtsa mda' rdzong /; 札达县; Tsada County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2GS1241,brda dbon dgon/,,,sde dge rdzong /; 德格县; Derge County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1725,措哇尕什则多卡寺; mtsho bar dkar rtse dgon/,35.08,97.9,mtsho skya rengs zhang /,0101000020E61000009A999999997958400AD7A3703D8A4140,2033.0,2683.0,,措哇尕什则多卡寺,cuowa gashize duoka si,扎陵湖乡,Zhalinghu xiang,Zha Ling Hu Xiang,632626.0,玛多县,Maduo Xian,6326.0,Golog Zizhizhou,Qinghai,Qinghai_Lex_20120621,35.08,97.9,632626202.0,536.0,mtsho bar dkar rtse'i rdo kha,632626202.0,478.0,mtsho bar dkar rtse'i rdo kha,,na,G1755,rma stod rdzong,G1725,,mtsho bar dkar rtse dgon,,,措哇尕什则多卡寺,,cuowa gashize duoka si,1984,n,0.183909061,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,0101000020E61000009A999999997958400AD7A3703D8A4140,1402.0,Nyingma,1984.0,632626202:478,cuowa gashize duoka si,措哇尕什则多卡寺,མཚོ་བར་དཀར་རྩེ་དགོན,mtsho bar dkar rtse dgon,G1725,97.9,35.08
G1PD95977,增福寺; tsin h+phu zi/,36.40446,102.74448,民和县; bka' ma log rdzong /,0101000020E6100000AA21718FA5AF594024456458C5334240,653.0,2143.0,,增福寺,zengfu si,北山乡,Beishan xiang,Bei Shan Xiang,632122.0,民和回族土族自治县,Minhe Hui-Tu Zizhixian,6321.0,Haidong Diqu,Qinghai,Qinghai_Lex_20120621,36.40446,102.74448,632122201.0,270.0,tsin hphu zi,632122201.0,17.0,tsin hphu zi,,na,G1PD95976,bka' ma log rdzong,G1PD95977,,tsin h+phu zi,,,增福寺,郭郭寺/锅锅寺,zengfu si,1777,g,0.73293364,27.855,,,,,,,,,,,,,,,,,,,,,,,,,,0101000020E6100000AA21718FA5AF594024456458C5334240,1518.0,Geluk,1777.0,632122201:17,zeng fu si,增福寺,ཙིན་ཧྥུ་ཟི,tsin h+phu zi,G1PD95977,102.74448,36.40446
G264,Dok Yaga Choding; mdog ya ga chos sdings/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G397,srad rgyud grwa tshang /,,,srad lung pa/; srad rin rtse rdzong /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.0,G397,,Segyu Dratsang,srad rgyud grwa tshang,སྲད་རྒྱུད་གྲྭ་ཚང་།,,Segyued Monastery; Segyu Gaden Phodrang Monastery ,Geluk,Monastic College,1432.0,,,,,,,"<p>
	Segyu Dratsang, founded in 1432, was a tantric college located in central Tibet that was founded by <a href=""/biographies/view/Sherab-Sengge/TBRC_P2093"">Sherab Sengge</a> and <u><a href=""/biographies/view/Pelden-Zangpo/TBRC_P3158"">Pelden Zangpo</a></u>. It was the first institution that focused on the tantric practices of the new Geluk lineage.</p>
",,,,,,,,,,,,,
G1KR2797,岗察寺,33.90683,95.60544,nyag chu rdzong /; 雅江县; Nyakchu county,0101000020E61000002CEC6987BFE657400E84640113F44040,467.0,2797.0,,岗察寺,gangcha si,加吉博洛格未批,Jiajiboluogeweipi zhen,Jia Ji Bo Luo Ge Wei Pi Zhen,632724.0,治多县,Zhiduo Xian,6327.0,Yushu Zizhizhou,Qinghai,Yu_gonpa_Lex_20120622,33.90683,95.60544,632724350.0,109.0,dgon gsar dgon pa,632724350.0,109.0,dgon gsar dgon pa,,na,G2303,nyag chu rdzong,G1KR2797,at 'bri stod rdzong?,,,,岗察寺,,gangcha si,1500,Drigung,0.939540565,0.94,1675,Gelug,,,"used to be Drigung, changed to Gelug by 5th Dalai",,,,,,,,,,,,,,,,,,,,,0101000020E61000002CEC6987BFE657400E84640113F44040,126.0,DrigungKagyu,1500.0,632724350:109,gangcha si,岗察寺,,,G1KR2797,95.60544,33.90683
G1691,dpal 'byor dgon/; 班觉寺,31.7,98.58334,sde dge rdzong /; 德格县; Derge County,0101000020E6100000B79C4B7155A558403333333333B33F40,2516.0,510.0,,,yan weng si,龚垭乡,Gongya xiang,Gong Ya Xiang,513330.0,德格县,Dege Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.7,98.58334,513330204.0,177.0,e labr dagon,513330204.0,177.0,e labr dagon,E ? dgon,Derge,G1539,sde dge rdzong,G1691,??,,,na,严翁寺,,yan weng si,1159,rnying ma/,16.52073352,16.521,,,,,,,571.0,G1691,,Alo Peljor Gang,a lo dpal 'byor sgang,ཨ་ལོ་དཔལ་འབྱོར་སྒང།,,"Peljor Gon; Derge Peljor Gon, sde dge dpal 'byor dgon; dpal 'byor dgon , ",Karma Kagyu,Monastery,,,,,,31.677975,98.628253,"<p>
	Alo Peljor Gang is a Karma Kagyu monastery founded in 1472 by the Seventh Karmapa, <a href=""/biographies/view/Chodrak-Gyatso/TBRC_P821"">Chodrak Gyatso</a>, in the Alo region of Derge.</p>
<p>
	&nbsp;</p>
",,0101000020E6100000B79C4B7155A558403333333333B33F40,1394.0,Kagyu,,513330204:169,bajue si,班觉寺,ཨ་ལོ་དཔལ་འབྱོར་དགོན,a lo dpal 'byor dgon,G1691,98.58334,31.7
G1KR2630,邦义寺; spang yus dgon pa/,33.08,100.48,班玛县; pad+ma rdzong /; Pema county,0101000020E61000001F85EB51B81E59400AD7A3703D8A4040,1996.0,2630.0,,邦义寺,bangyi si,玛柯河乡,Makehe xiang,Ma Ke He Xiang,632622.0,班玛县,Banma Xian,6326.0,Golog Zizhizhou,Qinghai,Qinghai_Lex_20120621,33.08,100.48,632622203.0,520.0,spang yus dgon pa,632622203.0,517.0,spang yus dgon pa,spang yus dgon pa,na,G1719,pad+ma rdzong,G1KR2630,,,,,邦义寺,王柔寺,bangyi si,1954,n,1.23633846,1.236,,,,,,,,,,,,,,,,,,,,,,,,,,0101000020E61000001F85EB51B81E59400AD7A3703D8A4040,70.0,Nyingma,1954.0,632622203:517,bangyi si,邦义寺,སྤང་ཡུས་དགོན་པ,spang yus dgon pa,G1KR2630,100.48,33.08
G3307,smin grub mthong smon gling dgon/,,,snye mo rdzong /; 尼木县; Nyemo county; thar rung shang (snye mo rdzong),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G4000,德庆寺; zas pa bde chen dgon pa/,29.1,99.65,cha phreng rdzong /; 乡城县,0101000020E61000009999999999E958409A99999999193D40,2725.0,728.0,,,ya zhong si,热打乡,Reda xiang,Re Da Xiang,513336.0,乡城县,Xiangcheng Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,29.1,99.65,513336207.0,63.0,glag tshang dagon,513336207.0,63.0,glag tshang dagon,glag tshang dgon,Xiangcheng,G1103,cha phreng rdzong,G4000,,,,na,雅仲寺,,ya zhong si,na,sa skya/,13.25802774,13.258,,,,,,,,,,,,,,,,,,,,,,,,,,0101000020E61000009999999999E958409A99999999193D40,584.0,Nyingma,12uu,513336207:65,deqing si,德庆寺,ཟས་པ་བདེ་ཆེན་དགོན་པ,zas pa bde chen dgon pa,G4000,99.65,29.1
G1KR1312,拉康寺,29.98333,98.08334,smar khams rdzong /; 芒康县; Markham county,0101000020E6100000B79C4B7155855840F92CCF83BBFB3D40,1311.0,1311.0,,拉迪寺,Ladi si,措瓦乡,Cuowa xiang,Cuo Wa Xiang,542129.0,芒康县,Mangkang Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,29.98333,98.08334,542129208.0,162.0,,542129208.0,162.0,na,,Mangkang,G2179,smar khams rdzong,G1KR1312,,,,na,拉迪寺,,Ladi si,na,Geluk,9.542257889,9.542,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,0101000020E6100000B79C4B7155855840F92CCF83BBFB3D40,2014.0,Geluk,,542129208:163,Lakang si,拉康寺,,,G1KR1312,98.08334,29.98333
G1KR1369,甘丹寺,31.15,95.13333,Palbar County; dpal 'bar rdzong /; 边坝县,0101000020E6100000D8648D7A88C857406566666666263F40,1668.0,1369.0,,甘旦寺,Gandan si,热玉乡,Reyu xiang,Re Yu Xiang,542133.0,边坝县,Bianba Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,31.15,95.13333,542133202.0,219.0,,542133202.0,219.0,na,,Bianba,G2189,dpal 'bar rdzong,G1KR1369,,,,na,甘丹寺,,Gandan si,na,Kagyu,2.033388235,2.033,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,0101000020E6100000D8648D7A88C857406566666666263F40,2071.0,Kagyu,,542133202:219,Gandan si,甘丹寺,,,G1KR1369,95.13333,31.15
G1KR1332,娘果寺,29.43333,98.88333,smar khams rdzong /; 芒康县; Markham county,0101000020E6100000D8648D7A88B858402D6002B7EE6E3D40,1320.0,1332.0,,娘国寺,Niangguo si,莽岭乡,Mangling xiang,Mang Ling Xiang,542129.0,芒康县,Mangkang Xian,5421.0,Qamdo Diqu,Xizang,Kham_Lex_20120621,29.43333,98.88333,542129211.0,158.0,,542129211.0,158.0,na,,Mangkang,G2179,smar khams rdzong,G1KR1332,,,,na,娘果寺,尼果寺,Niangguo si,na,Geluk,1.294029349,1.294,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,0101000020E6100000D8648D7A88B858402D6002B7EE6E3D40,2034.0,Geluk,,542129211:158,Niangguo si,娘果寺,,,G1KR1332,98.88333,29.43333
G1681,拉仲寺; lha 'brang dgon/,31.85,98.45,sde dge rdzong /; 德格县; Derge County,0101000020E6100000CDCCCCCCCC9C58409A99999999D93F40,2696.0,513.0,,,yin nan si,汪布顶乡,Wangbuding xiang,Wang Bu Ding Xiang,513330.0,德格县,Dege Xian,5133.0,Garze Zizhizhou,Sichuan,Kangon_Lex_20120621,31.85,98.45,513330206.0,151.0,ye dagon,513330206.0,151.0,ye dagon,,Derge,G1539,sde dge rdzong,G1681,,ye na dgon,,na,银南寺,,yin nan si,na,sa skya/,18.73594804,18.736,,,,,,,1339.0,G1681,,Lhadrang Monastery,sde dge lha 'brang dgon,སྡེ་དགེ་ལྷ་འབྲང་དགོན།,拉仲寺,"lanzhong si, ",Nyingma,Monastery,1616.0,,,,,31.85,98.45,"<p>
	Lhadrang is a Nyingma monastery in Derge. It was founded in 1616 by Konchok Tendzin with support of the Derge king&nbsp;<a href=""/biographies/view/Jampa-Puntsok/TBRC_P1AG76"">Jampa Puntsok</a>.</p>
",,0101000020E6100000CDCCCCCCCC9C58409A99999999D93F40,2520.0,Nyingma,1650.0,513330206:149,lanzhong si,拉仲寺,ལྷ་འབྲང་དགོན,lha 'brang dgon,G1681,98.45,31.85
G1KR1342,郭龙寺,29.51667,98.58334,smar khams rdzong /; 芒康县; Markham county,0101000020E6100000B79C4B715565564007D3307C44843D40,2133.0,1527.0,,,Gongdon Lhakhang,,Numa xiang,,542322.0,南木林县,Nanmulin Xian,5423.0,Xigazi Diqu,Xizang,Tsanggonpa_Lex_20120622,29.51667,89.58334,542322207.0,542322113.0,gong sdon lha khang,542322207.0,542322113.0,gong sdon lha khang,gong sdon lha khang,Namling,G2171,rnam gling rdzong,G1KR1342,,,,Gongdon Lhakhang,贡敦拉康,,na,700,non-sect,3.720791784,3.721,1200,Kadampa,x,x,name from Empire Road 2008 draft report from Per,,,,,,,,,,,,,,,,,,,,,0101000020E6100000B79C4B7155A5584007D3307C44843D40,2044.0,Nyingma,,542129213:157,Guolong si,郭龙寺,,,G1KR1342,98.58334,29.51667
